order_month,product_line,product_type,product,market,state,market_size,type,sales,cogs,total_expenses,profit,marketing,budget_sales,budget_cogs,budget_profit
2015-12-01,Beans,Espresso,Decaf Espresso,Central,Illinois,Major Market,Decaf,457.00,228.00,87.00,142.00,63.00,530.00,260.00,180.00
2017-04-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,101.00,41.00,36.00,24.00,13.00,80.00,30.00,30.00
2017-04-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,105.00,40.00,33.00,36.00,10.00,90.00,30.00,40.00
2018-10-01,Beans,Espresso,Caffe Mocha,Central,Wisconsin,Small Market,Regular,309.00,141.00,85.00,83.00,43.00,360.00,160.00,120.00
2017-04-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,325.00,130.00,74.00,121.00,42.00,280.00,110.00,120.00
2017-09-01,Beans,Espresso,Decaf Espresso,West,Oregon,Small Market,Decaf,988.00,493.00,211.00,284.00,137.00,920.00,450.00,310.00
2015-11-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,132.00,59.00,55.00,18.00,22.00,150.00,60.00,40.00
2018-10-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,208.00,84.00,70.00,54.00,26.00,190.00,70.00,80.00
2018-11-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,354.00,148.00,91.00,115.00,48.00,310.00,120.00,120.00
2017-09-01,Beans,Espresso,Decaf Espresso,West,Utah,Small Market,Decaf,244.00,99.00,51.00,94.00,27.00,220.00,80.00,100.00
2015-11-01,Beans,Coffee,Decaf Irish Cream,East,Florida,Major Market,Decaf,206.00,86.00,49.00,71.00,26.00,190.00,80.00,70.00
2018-10-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,325.00,130.00,74.00,121.00,42.00,300.00,120.00,130.00
2017-08-01,Leaves,Herbal Tea,Lemon,West,Oregon,Small Market,Decaf,100.00,44.00,26.00,30.00,14.00,80.00,30.00,30.00
2017-09-01,Beans,Espresso,Decaf Espresso,West,Washington,Small Market,Decaf,487.00,223.00,132.00,132.00,68.00,450.00,190.00,180.00
2015-11-01,Beans,Espresso,Decaf Espresso,East,Florida,Major Market,Decaf,180.00,77.00,52.00,51.00,25.00,170.00,70.00,60.00
2018-10-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,235.00,90.00,91.00,59.00,28.00,190.00,70.00,80.00
2017-08-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,114.00,45.00,45.00,24.00,14.00,100.00,30.00,40.00
2016-01-01,Beans,Coffee,Amaretto,Central,Iowa,Small Market,Regular,45.00,18.00,16.00,11.00,5.00,40.00,10.00,20.00
2017-11-01,Beans,Coffee,Decaf Irish Cream,South,Texas,Major Market,Decaf,190.00,83.00,39.00,68.00,27.00,230.00,100.00,100.00
2016-09-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,403.00,169.00,234.00,-7.00,151.00,380.00,140.00,70.00
2017-08-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,94.00,38.00,22.00,34.00,10.00,80.00,30.00,50.00
2016-01-01,Beans,Coffee,Amaretto,Central,Wisconsin,Small Market,Regular,120.00,54.00,53.00,13.00,20.00,120.00,50.00,30.00
2015-08-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,189.00,77.00,32.00,80.00,21.00,160.00,60.00,90.00
2016-09-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,254.00,106.00,149.00,-6.00,96.00,240.00,100.00,20.00
2017-08-01,Leaves,Herbal Tea,Mint,West,Nevada,Small Market,Decaf,254.00,104.00,56.00,94.00,33.00,220.00,80.00,110.00
2016-01-01,Beans,Coffee,Colombian,Central,Iowa,Small Market,Regular,62.00,28.00,29.00,5.00,8.00,60.00,20.00,20.00
2017-07-01,Beans,Coffee,Decaf Irish Cream,West,California,Major Market,Decaf,281.00,339.00,200.00,-258.00,111.00,340.00,420.00,-260.00
2016-11-01,Beans,Espresso,Regular Espresso,East,New Hampshire,Small Market,Regular,133.00,59.00,88.00,-14.00,22.00,120.00,40.00,0.00
2017-08-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,349.00,290.00,155.00,-115.00,89.00,280.00,230.00,-60.00
2018-11-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,374.00,167.00,130.00,77.00,63.00,370.00,170.00,80.00
2017-04-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,457.00,228.00,88.00,141.00,63.00,400.00,190.00,140.00
2016-09-01,Beans,Coffee,Colombian,South,Louisiana,Small Market,Regular,221.00,86.00,46.00,104.00,23.00,270.00,110.00,140.00
2018-11-01,Beans,Coffee,Colombian,Central,Wisconsin,Small Market,Regular,440.00,184.00,227.00,29.00,167.00,430.00,180.00,50.00
2017-07-01,Beans,Espresso,Decaf Espresso,West,California,Major Market,Decaf,545.00,234.00,109.00,202.00,77.00,520.00,220.00,200.00
2017-04-01,Leaves,Tea,Darjeeling,Central,Missouri,Small Market,Regular,82.00,35.00,38.00,9.00,11.00,70.00,30.00,10.00
2016-09-01,Beans,Coffee,Colombian,South,New Mexico,Small Market,Regular,235.00,90.00,91.00,58.00,28.00,300.00,100.00,130.00
2016-10-01,Beans,Coffee,Amaretto,Central,Colorado,Major Market,Regular,772.00,309.00,120.00,373.00,85.00,780.00,320.00,360.00
2017-04-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,137.00,56.00,40.00,41.00,17.00,120.00,40.00,50.00
2016-09-01,Beans,Coffee,Colombian,South,Oklahoma,Small Market,Regular,318.00,134.00,68.00,139.00,43.00,410.00,180.00,190.00
2018-06-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,92.00,37.00,31.00,24.00,9.00,100.00,30.00,50.00
2016-10-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,265.00,113.00,91.00,61.00,36.00,270.00,110.00,100.00
2016-09-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,534.00,240.00,125.00,169.00,91.00,460.00,200.00,150.00
2017-12-01,Beans,Espresso,Caffe Latte,South,Louisiana,Small Market,Regular,305.00,128.00,174.00,3.00,115.00,250.00,100.00,10.00
2017-09-01,Beans,Espresso,Caffe Mocha,Central,Missouri,Small Market,Regular,123.00,50.00,25.00,48.00,14.00,140.00,50.00,70.00
2016-10-01,Beans,Coffee,Colombian,Central,Colorado,Major Market,Regular,190.00,83.00,39.00,68.00,27.00,190.00,80.00,80.00
2016-09-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,68.00,30.00,45.00,-7.00,11.00,50.00,20.00,-10.00
2017-12-01,Beans,Espresso,Caffe Latte,South,New Mexico,Small Market,Regular,68.00,30.00,45.00,-7.00,11.00,50.00,20.00,0.00
2017-08-01,Beans,Espresso,Caffe Mocha,Central,Wisconsin,Small Market,Regular,314.00,144.00,87.00,83.00,44.00,370.00,170.00,120.00
2016-10-01,Beans,Coffee,Colombian,Central,Illinois,Major Market,Regular,354.00,148.00,91.00,115.00,48.00,370.00,150.00,140.00
2017-12-01,Beans,Espresso,Caffe Latte,South,Oklahoma,Small Market,Regular,206.00,86.00,50.00,70.00,26.00,170.00,70.00,70.00
2016-09-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,155.00,65.00,87.00,3.00,58.00,130.00,50.00,10.00
2017-08-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,93.00,38.00,35.00,20.00,12.00,80.00,30.00,30.00
2016-10-01,Beans,Coffee,Colombian,Central,Ohio,Major Market,Regular,128.00,52.00,38.00,38.00,16.00,130.00,50.00,50.00
2017-11-01,Beans,Espresso,Caffe Mocha,South,Louisiana,Small Market,Regular,479.00,179.00,122.00,192.00,54.00,390.00,140.00,190.00
2015-07-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,74.00,33.00,45.00,-4.00,12.00,60.00,20.00,0.00
2017-08-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,310.00,124.00,71.00,115.00,40.00,290.00,110.00,130.00
2016-10-01,Beans,Espresso,Caffe Mocha,Central,Colorado,Major Market,Regular,189.00,77.00,32.00,80.00,21.00,220.00,80.00,110.00
2017-11-01,Beans,Espresso,Caffe Mocha,South,New Mexico,Small Market,Regular,463.00,193.00,280.00,-21.00,175.00,360.00,140.00,0.00
2015-07-01,Leaves,Tea,Darjeeling,East,Connecticut,Small Market,Regular,123.00,50.00,25.00,48.00,14.00,130.00,50.00,60.00
2017-12-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,251.00,100.00,93.00,68.00,32.00,230.00,80.00,90.00
2015-03-01,Beans,Espresso,Caffe Mocha,Central,Illinois,Major Market,Regular,545.00,234.00,110.00,201.00,77.00,640.00,270.00,260.00
2016-11-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,180.00,75.00,98.00,7.00,68.00,170.00,70.00,20.00
2017-11-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,56.00,22.00,17.00,17.00,6.00,40.00,10.00,30.00
2016-06-01,Leaves,Tea,Darjeeling,East,New Hampshire,Small Market,Regular,96.00,37.00,33.00,29.00,10.00,90.00,30.00,40.00
2016-11-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,357.00,145.00,219.00,-17.00,131.00,320.00,120.00,20.00
2015-03-01,Beans,Espresso,Caffe Mocha,Central,Ohio,Major Market,Regular,340.00,170.00,72.00,98.00,47.00,400.00,190.00,140.00
2015-04-01,Leaves,Tea,Green Tea,East,Connecticut,Small Market,Regular,66.00,27.00,18.00,21.00,7.00,70.00,20.00,40.00
2017-11-01,Beans,Coffee,Amaretto,West,Oregon,Small Market,Regular,404.00,161.00,238.00,-8.00,146.00,470.00,180.00,110.00
2018-11-01,Beans,Coffee,Colombian,East,Florida,Major Market,Regular,437.00,168.00,118.00,171.00,55.00,400.00,150.00,170.00
2015-04-01,Leaves,Tea,Green Tea,East,New Hampshire,Small Market,Regular,43.00,0.00,11.00,32.00,0.00,40.00,0.00,30.00
2015-12-01,Beans,Coffee,Amaretto,West,Utah,Small Market,Regular,165.00,75.00,44.00,46.00,23.00,200.00,90.00,70.00
2018-07-01,Beans,Coffee,Colombian,East,Massachusetts,Major Market,Regular,954.00,150.00,110.00,821.00,48.00,840.00,130.00,630.00
2015-04-01,Leaves,Tea,Darjeeling,West,Nevada,Small Market,Regular,1232.00,529.00,239.00,464.00,174.00,830.00,340.00,340.00
2015-12-01,Beans,Coffee,Colombian,West,Nevada,Small Market,Regular,74.00,33.00,46.00,-5.00,12.00,90.00,40.00,10.00
2015-04-01,Leaves,Tea,Darjeeling,West,Oregon,Small Market,Regular,97.00,38.00,33.00,26.00,10.00,50.00,20.00,30.00
2015-12-01,Beans,Coffee,Colombian,West,Oregon,Small Market,Regular,248.00,104.00,116.00,25.00,33.00,300.00,120.00,70.00
2018-11-01,Beans,Coffee,Colombian,South,Louisiana,Small Market,Regular,85.00,34.00,21.00,30.00,9.00,100.00,40.00,50.00
2016-12-01,Leaves,Tea,Darjeeling,West,Utah,Small Market,Regular,104.00,43.00,68.00,-7.00,39.00,70.00,20.00,10.00
2015-12-01,Beans,Coffee,Colombian,West,Utah,Small Market,Regular,336.00,144.00,123.00,78.00,47.00,410.00,160.00,160.00
2018-07-01,Beans,Coffee,Colombian,East,New York,Major Market,Regular,1309.00,507.00,280.00,595.00,177.00,1170.00,460.00,480.00
2018-11-01,Beans,Coffee,Colombian,South,New Mexico,Small Market,Regular,120.00,48.00,46.00,26.00,15.00,150.00,60.00,50.00
2018-06-01,Leaves,Tea,Darjeeling,West,Washington,Small Market,Regular,174.00,65.00,43.00,66.00,20.00,110.00,40.00,40.00
2015-12-01,Beans,Coffee,Colombian,West,Washington,Small Market,Regular,542.00,223.00,131.00,239.00,70.00,670.00,260.00,300.00
2018-11-01,Beans,Coffee,Colombian,South,Oklahoma,Small Market,Regular,254.00,112.00,59.00,102.00,36.00,310.00,130.00,130.00
2018-06-01,Beans,Espresso,Caffe Mocha,East,Florida,Major Market,Regular,689.00,282.00,342.00,58.00,255.00,650.00,260.00,100.00
2018-07-01,Leaves,Tea,Earl Grey,West,Nevada,Small Market,Regular,457.00,228.00,87.00,142.00,63.00,310.00,150.00,100.00
2017-10-01,Beans,Espresso,Caffe Latte,West,Nevada,Small Market,Regular,43.00,0.00,12.00,31.00,0.00,40.00,0.00,30.00
2016-10-01,Beans,Espresso,Caffe Latte,South,Louisiana,Small Market,Regular,180.00,75.00,97.00,8.00,68.00,150.00,60.00,10.00
2018-07-01,Leaves,Tea,Earl Grey,West,Oregon,Small Market,Regular,200.00,80.00,58.00,62.00,26.00,130.00,50.00,50.00
2017-10-01,Beans,Espresso,Caffe Latte,West,Oregon,Small Market,Regular,240.00,108.00,102.00,30.00,40.00,220.00,90.00,40.00
2018-12-01,Beans,Espresso,Caffe Latte,South,New Mexico,Small Market,Regular,241.00,102.00,172.00,-53.00,38.00,170.00,70.00,-10.00
2015-08-01,Beans,Espresso,Caffe Mocha,East,Massachusetts,Major Market,Regular,128.00,54.00,78.00,-4.00,49.00,120.00,50.00,10.00
2017-10-01,Beans,Espresso,Caffe Latte,West,Utah,Small Market,Regular,103.00,42.00,23.00,38.00,11.00,90.00,40.00,30.00
2017-11-01,Beans,Espresso,Caffe Latte,South,Oklahoma,Small Market,Regular,200.00,84.00,50.00,66.00,26.00,170.00,70.00,70.00
2015-08-01,Beans,Espresso,Caffe Mocha,East,New York,Major Market,Regular,61.00,121.00,143.00,-203.00,110.00,50.00,110.00,-190.00
2017-10-01,Beans,Espresso,Caffe Latte,West,Washington,Small Market,Regular,222.00,97.00,55.00,70.00,31.00,200.00,80.00,80.00
2018-12-01,Beans,Espresso,Regular Espresso,East,Massachusetts,Major Market,Regular,340.00,170.00,71.00,99.00,47.00,330.00,160.00,110.00
2018-07-01,Leaves,Tea,Earl Grey,West,Utah,Small Market,Regular,82.00,35.00,38.00,9.00,11.00,50.00,20.00,10.00
2015-08-01,Beans,Espresso,Caffe Mocha,South,New Mexico,Small Market,Regular,90.00,37.00,63.00,-10.00,34.00,70.00,30.00,-10.00
2017-10-01,Beans,Espresso,Caffe Mocha,West,Nevada,Small Market,Regular,45.00,18.00,17.00,10.00,5.00,40.00,10.00,20.00
2018-06-01,Beans,Espresso,Regular Espresso,East,New York,Major Market,Regular,1126.00,494.00,186.00,446.00,137.00,1090.00,460.00,470.00
2017-09-01,Leaves,Tea,Earl Grey,West,Washington,Small Market,Regular,383.00,153.00,114.00,134.00,47.00,240.00,80.00,100.00
2018-11-01,Beans,Espresso,Caffe Mocha,West,Oregon,Small Market,Regular,769.00,325.00,269.00,188.00,104.00,710.00,280.00,250.00
2017-09-01,Leaves,Tea,Green Tea,West,Nevada,Small Market,Regular,23.00,240.00,125.00,-342.00,91.00,0.00,150.00,-220.00
2016-05-01,Beans,Espresso,Caffe Mocha,West,Utah,Small Market,Regular,112.00,49.00,28.00,35.00,16.00,100.00,40.00,40.00
2015-08-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,121.00,48.00,34.00,42.00,12.00,90.00,30.00,60.00
2018-12-01,Beans,Coffee,Colombian,South,Texas,Major Market,Regular,465.00,213.00,88.00,164.00,66.00,580.00,260.00,240.00
2017-09-01,Leaves,Tea,Green Tea,West,Oregon,Small Market,Regular,206.00,86.00,49.00,71.00,26.00,140.00,50.00,60.00
2015-12-01,Beans,Espresso,Caffe Mocha,West,Washington,Small Market,Regular,422.00,185.00,169.00,69.00,69.00,390.00,170.00,80.00
2015-08-01,Beans,Coffee,Amaretto,West,Oregon,Small Market,Regular,150.00,63.00,86.00,1.00,57.00,180.00,70.00,40.00
2018-12-01,Beans,Espresso,Caffe Latte,South,Texas,Major Market,Regular,189.00,75.00,56.00,58.00,24.00,160.00,60.00,60.00
2017-09-01,Leaves,Tea,Green Tea,West,Utah,Small Market,Regular,68.00,30.00,44.00,-6.00,11.00,40.00,10.00,10.00
2015-08-01,Beans,Coffee,Amaretto,West,Utah,Small Market,Regular,170.00,78.00,45.00,47.00,24.00,210.00,90.00,80.00
2015-06-01,Leaves,Herbal Tea,Chamomile,Central,Iowa,Small Market,Decaf,545.00,234.00,110.00,201.00,77.00,470.00,200.00,190.00
2018-12-01,Beans,Espresso,Caffe Mocha,South,Texas,Major Market,Regular,243.00,99.00,38.00,106.00,27.00,200.00,80.00,100.00
2017-09-01,Leaves,Tea,Green Tea,West,Washington,Small Market,Regular,155.00,65.00,87.00,3.00,58.00,100.00,40.00,10.00
2016-03-01,Beans,Coffee,Colombian,West,Nevada,Small Market,Regular,173.00,74.00,94.00,0.00,27.00,200.00,90.00,30.00
2015-06-01,Leaves,Herbal Tea,Chamomile,Central,Missouri,Small Market,Decaf,104.00,43.00,69.00,-8.00,39.00,90.00,30.00,10.00
2018-12-01,Beans,Coffee,Amaretto,West,California,Major Market,Regular,132.00,104.00,55.00,-27.00,33.00,160.00,130.00,-20.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,Central,Colorado,Major Market,Decaf,234.00,95.00,38.00,101.00,26.00,240.00,100.00,110.00
2016-04-01,Beans,Coffee,Colombian,West,Oregon,Small Market,Regular,160.00,67.00,65.00,28.00,22.00,200.00,80.00,60.00
2018-04-01,Leaves,Herbal Tea,Chamomile,Central,Wisconsin,Small Market,Decaf,174.00,65.00,43.00,66.00,20.00,150.00,50.00,80.00
2018-12-01,Beans,Coffee,Colombian,West,California,Major Market,Regular,1390.00,537.00,291.00,647.00,187.00,1630.00,650.00,710.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,Central,Illinois,Major Market,Decaf,267.00,109.00,56.00,102.00,34.00,280.00,110.00,120.00
2017-06-01,Beans,Coffee,Colombian,West,Utah,Small Market,Regular,130.00,55.00,45.00,30.00,18.00,160.00,60.00,70.00
2017-09-01,Leaves,Herbal Tea,Lemon,Central,Iowa,Small Market,Decaf,516.00,199.00,111.00,229.00,63.00,420.00,160.00,200.00
2018-12-01,Beans,Espresso,Caffe Latte,West,California,Major Market,Regular,457.00,228.00,87.00,142.00,63.00,430.00,210.00,150.00
2017-04-01,Beans,Coffee,Decaf Irish Cream,Central,Ohio,Major Market,Decaf,125.00,52.00,77.00,-4.00,47.00,130.00,50.00,20.00
2017-06-01,Beans,Coffee,Colombian,West,Washington,Small Market,Regular,130.00,53.00,39.00,38.00,16.00,160.00,60.00,70.00
2017-09-01,Leaves,Herbal Tea,Lemon,Central,Missouri,Small Market,Decaf,102.00,84.00,50.00,-32.00,26.00,80.00,70.00,-20.00
2016-02-01,Beans,Espresso,Caffe Mocha,West,California,Major Market,Regular,290.00,121.00,143.00,26.00,110.00,270.00,110.00,30.00
2017-04-01,Beans,Espresso,Decaf Espresso,Central,Colorado,Major Market,Decaf,180.00,72.00,54.00,54.00,23.00,210.00,80.00,80.00
2017-06-01,Beans,Espresso,Caffe Latte,West,Nevada,Small Market,Regular,89.00,17.00,26.00,58.00,4.00,80.00,10.00,50.00
2016-01-01,Leaves,Herbal Tea,Chamomile,Central,Colorado,Major Market,Decaf,340.00,170.00,71.00,99.00,47.00,290.00,140.00,100.00
2017-04-01,Beans,Espresso,Decaf Espresso,Central,Illinois,Major Market,Decaf,478.00,239.00,91.00,148.00,66.00,560.00,270.00,200.00
2017-09-01,Leaves,Herbal Tea,Lemon,Central,Wisconsin,Small Market,Decaf,115.00,47.00,25.00,43.00,13.00,100.00,40.00,50.00
2018-03-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,129.00,58.00,56.00,15.00,22.00,150.00,60.00,40.00
2017-09-01,Leaves,Herbal Tea,Lemon,East,Connecticut,Small Market,Decaf,360.00,162.00,123.00,85.00,60.00,280.00,110.00,90.00
2017-06-01,Beans,Espresso,Caffe Latte,West,Oregon,Small Market,Regular,130.00,58.00,56.00,16.00,22.00,120.00,50.00,20.00
2016-01-01,Leaves,Herbal Tea,Chamomile,Central,Illinois,Major Market,Decaf,243.00,99.00,39.00,105.00,27.00,210.00,80.00,110.00
2018-03-01,Beans,Coffee,Decaf Irish Cream,East,Florida,Major Market,Decaf,214.00,89.00,51.00,74.00,27.00,200.00,80.00,80.00
2015-09-01,Leaves,Herbal Tea,Lemon,East,New Hampshire,Small Market,Decaf,158.00,68.00,92.00,-8.00,25.00,110.00,40.00,10.00
2017-06-01,Beans,Espresso,Caffe Latte,West,Utah,Small Market,Regular,240.00,94.00,49.00,111.00,25.00,210.00,80.00,90.00
2016-01-01,Leaves,Herbal Tea,Chamomile,Central,Ohio,Major Market,Decaf,56.00,22.00,17.00,17.00,6.00,40.00,10.00,30.00
2018-09-01,Beans,Espresso,Decaf Espresso,East,Florida,Major Market,Decaf,383.00,163.00,108.00,112.00,53.00,370.00,150.00,140.00
2015-08-01,Leaves,Herbal Tea,Mint,East,Connecticut,Small Market,Decaf,275.00,125.00,80.00,70.00,38.00,200.00,80.00,80.00
2015-12-01,Beans,Espresso,Caffe Latte,West,Washington,Small Market,Regular,191.00,81.00,49.00,66.00,25.00,170.00,70.00,70.00
2016-01-01,Leaves,Herbal Tea,Lemon,Central,Colorado,Major Market,Decaf,129.00,54.00,78.00,-3.00,49.00,110.00,40.00,10.00
2018-09-01,Beans,Coffee,Decaf Irish Cream,South,Texas,Major Market,Decaf,411.00,179.00,92.00,154.00,58.00,500.00,210.00,220.00
2015-09-01,Beans,Espresso,Caffe Mocha,West,Nevada,Small Market,Regular,45.00,18.00,17.00,10.00,5.00,40.00,10.00,20.00
2015-08-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,288.00,126.00,66.00,96.00,41.00,270.00,110.00,110.00
2016-01-01,Leaves,Herbal Tea,Lemon,Central,Illinois,Major Market,Decaf,190.00,83.00,39.00,68.00,27.00,160.00,70.00,60.00
2018-09-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,784.00,321.00,133.00,369.00,89.00,660.00,250.00,330.00
2017-10-01,Leaves,Herbal Tea,Lemon,Central,Ohio,Major Market,Decaf,342.00,132.00,81.00,145.00,34.00,280.00,90.00,180.00
2018-09-01,Beans,Coffee,Decaf Irish Cream,West,California,Major Market,Decaf,319.00,378.00,211.00,-270.00,123.00,370.00,450.00,-270.00
2018-11-01,Beans,Espresso,Caffe Mocha,West,Utah,Small Market,Regular,612.00,268.00,135.00,221.00,87.00,560.00,240.00,210.00
2017-10-01,Leaves,Herbal Tea,Mint,Central,Colorado,Major Market,Decaf,440.00,177.00,142.00,130.00,56.00,350.00,140.00,120.00
2015-09-01,Beans,Espresso,Decaf Espresso,West,California,Major Market,Decaf,567.00,243.00,113.00,211.00,80.00,540.00,230.00,210.00
2017-11-01,Beans,Espresso,Caffe Mocha,West,Washington,Small Market,Regular,255.00,111.00,108.00,35.00,41.00,230.00,100.00,50.00
2016-12-01,Leaves,Herbal Tea,Mint,Central,Illinois,Major Market,Decaf,493.00,195.00,77.00,256.00,54.00,410.00,160.00,210.00
2018-12-01,Leaves,Herbal Tea,Mint,West,California,Major Market,Decaf,702.00,307.00,149.00,246.00,99.00,590.00,240.00,240.00
2017-11-01,Leaves,Herbal Tea,Chamomile,Central,Iowa,Small Market,Decaf,546.00,234.00,110.00,202.00,77.00,480.00,200.00,200.00
2017-10-01,Beans,Coffee,Amaretto,Central,Colorado,Major Market,Regular,451.00,178.00,72.00,232.00,49.00,450.00,180.00,210.00
2016-12-01,Leaves,Herbal Tea,Chamomile,East,Florida,Major Market,Decaf,191.00,81.00,50.00,65.00,25.00,130.00,50.00,50.00
2018-12-01,Leaves,Tea,Darjeeling,Central,Colorado,Major Market,Regular,469.00,210.00,208.00,53.00,79.00,390.00,150.00,70.00
2018-02-01,Leaves,Herbal Tea,Chamomile,Central,Missouri,Small Market,Decaf,231.00,96.00,147.00,-12.00,87.00,190.00,80.00,10.00
2017-10-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,134.00,57.00,45.00,32.00,18.00,140.00,60.00,50.00
2018-12-01,Leaves,Tea,Darjeeling,Central,Illinois,Major Market,Regular,751.00,302.00,126.00,383.00,83.00,630.00,230.00,290.00
2016-12-01,Leaves,Herbal Tea,Lemon,East,Florida,Major Market,Decaf,426.00,187.00,169.00,72.00,70.00,310.00,140.00,60.00
2017-10-01,Beans,Coffee,Colombian,Central,Colorado,Major Market,Regular,193.00,84.00,40.00,69.00,27.00,200.00,80.00,90.00
2016-12-01,Leaves,Herbal Tea,Lemon,East,Massachusetts,Major Market,Decaf,350.00,153.00,157.00,36.00,57.00,250.00,100.00,60.00
2018-12-01,Leaves,Tea,Darjeeling,Central,Ohio,Major Market,Regular,664.00,266.00,177.00,249.00,87.00,560.00,220.00,200.00
2017-10-01,Beans,Coffee,Colombian,Central,Illinois,Major Market,Regular,367.00,154.00,94.00,119.00,50.00,380.00,160.00,140.00
2018-02-01,Leaves,Herbal Tea,Chamomile,Central,Wisconsin,Small Market,Decaf,180.00,67.00,43.00,70.00,20.00,150.00,50.00,80.00
2018-12-01,Leaves,Tea,Earl Grey,Central,Colorado,Major Market,Regular,334.00,153.00,108.00,80.00,46.00,280.00,120.00,70.00
2018-05-01,Beans,Coffee,Colombian,Central,Ohio,Major Market,Regular,121.00,49.00,37.00,35.00,15.00,120.00,50.00,40.00
